year,make,model,trim,mileage,days_to_sell
2018,Chevrolet,Tahoe,Premier,19000,12
2018,Chevrolet,Tahoe,Premier,19000,79
2018,Chevrolet,Tahoe,Premier,32000,79
2018,Chevrolet,Tahoe,Premier,46719,66
2018,Chevrolet,Tahoe,Premier,47000,27
2018,Chevrolet,Tahoe,"Z71 Midnight",21600,57
2018,Chevrolet,Trailblazer,LT,15000,15
2018,Chevrolet,Trailblazer,LTZ,9700,90
2018,Chevrolet,Trailblazer,LTZ,25000,15
2018,Chevrolet,Trax,LT,9526,184
2018,Chevrolet,Trax,LT,35000,72
2018,Dodge,Challenger,"SRT Hellcat",23000,36
2018,Dodge,Charger,"SRT Hellcat",46000,47
2018,Dodge,Charger,SXT,26000,102
2018,Dodge,Charger,SXT,26790,133
2018,Dodge,Charger,SXT,27193,118
2018,Dodge,Charger,SXT,27716,102
2018,Dodge,Charger,SXT,28076,102
2018,Dodge,Charger,SXT,28100,102
2018,Dodge,Charger,SXT,28669,98
2018,Dodge,Charger,SXT,29171,90
2018,Dodge,Charger,SXT,29871,127
2018,Dodge,Charger,SXT,30000,110
2018,Dodge,Charger,SXT,30409,85
2018,Dodge,Charger,SXT,30409,88
2018,Dodge,Charger,SXT,30479,81
2018,Dodge,Charger,SXT,31000,54
2018,Dodge,Charger,SXT,31628,104
2018,Dodge,Charger,SXT,34000,23
2018,Dodge,Durango,R/T,20020,102
2018,Fiat,500X,Urban,45000,126
2018,Ford,Edge,SEL,15000,110
2018,Ford,Edge,SEL,27000,38
2018,Ford,Expedition,XLT,101,57
2018,Ford,Expedition,XLT,11734,54
2018,Ford,"F 150","FX4 Platinum",5000,23
2018,Ford,"F 150","FX4 Platinum",11000,29
2018,Ford,"F 150","FX4 Platinum",13000,96
2018,Ford,"F 150","SVT Raptor",43531,79
2018,Ford,"F 150","SVT Raptor",71000,34
2018,Ford,"F 150","SVT Raptor Luxury",30000,25
2018,Ford,"F 150","XLT Sport Pack",15000,17
2018,GMC,Acadia,Denali,1550,95
2018,GMC,Acadia,Denali,7669,95
2018,GMC,Acadia,SLE,21400,48
2018,GMC,Acadia,SLT,1596,95
2018,GMC,Acadia,SLT,1995,95
2018,GMC,Sierra,"1500 Denali",84000,90
2018,GMC,Sierra,"1500 SLT",3500,22
2018,GMC,Sierra,"1500 SLT",45000,31
2018,GMC,Sierra,"2500 HD Base",41000,90
2018,GMC,Sierra,"2500 HD Base",50000,11
2018,GMC,Terrain,Denali,18033,184
2018,GMC,Terrain,Denali,26278,116
2018,GMC,Terrain,SLE,23000,9
2018,GMC,Yukon,Denali,5200,89
2018,GMC,Yukon,Denali,12000,140
2018,GMC,Yukon,Denali,25000,10
2018,GMC,Yukon,Denali,68000,23
2018,GMC,Yukon,Denali,78550,11
2018,GMC,Yukon,Denali,96000,10
2018,GMC,Yukon,Denali,96000,29
2018,GMC,Yukon,SLT,2600,88
2018,GMC,Yukon,SLT,43000,110
2018,GMC,Yukon,SLT,79000,47
2018,Honda,Accord,EX,7500,104
2018,Honda,Accord,EX,10000,47
2018,Honda,Accord,EX,10500,109
2018,Honda,Accord,EX,11000,31
2018,Honda,Accord,EX,11000,104
2018,Honda,Accord,EX,11000,109
2018,Honda,Accord,EX,11000,110
2018,Honda,Accord,EX,12000,35
2018,Honda,Accord,EX,22000,58
2018,Honda,Accord,EX,38000,35
2018,Honda,Accord,EX,40000,25
2018,Honda,Accord,EX,41751,22
2018,Honda,Accord,EX,70000,114
2018,Honda,Accord,EX,117000,22
2018,Honda,Accord,EX,130000,115
2018,Honda,Accord,EX,143000,96
2018,Honda,Accord,EX,300000,141
2018,Honda,Accord,EX,500000,62
2018,Honda,Accord,LX,1500,47
2018,Honda,Accord,LX,8000,49
2018,Honda,Accord,LX,25000,13
2018,Honda,Accord,LX,25000,18
2018,Honda,Accord,LX,175000,78
2018,Honda,Accord,LX,210000,105
2018,Honda,Accord,Sport,8000,104
2018,Honda,Accord,Sport,11257,28
2018,Honda,Accord,Sport,11352,10
2018,Honda,Accord,Sport,11428,17
2018,Honda,Accord,Sport,29000,104
2018,Honda,Accord,Sport,35000,22
2018,Honda,Accord,Sport,41751,30
2018,Honda,Accord,Sport,46500,95
2018,Honda,Accord,Sport,61000,111
2018,Honda,Accord,Sport,83191,43
2018,Honda,Accord,Sport,100000,103
2018,Honda,City,EX,24500,71
2018,Honda,City,LX,37000,47
2018,Honda,City,LX,37000,69
2018,Honda,Civic,DX,29000,14
2018,Honda,Civic,DX,29000,29
2018,Honda,Civic,DX,37000,15
2018,Honda,Civic,DX,37000,56
2018,Honda,Civic,DX,42000,67
2018,Honda,Civic,DX,56000,20
2018,Honda,Civic,DX,78000,23
2018,Honda,Civic,EX,8000,115
2018,Honda,Civic,EX,16000,8
2018,Honda,Civic,EX,16000,12
2018,Honda,Civic,EX,16300,114
2018,Honda,Civic,EX,19000,113
2018,Honda,Civic,EX,21000,23
2018,Honda,Civic,EX,27000,103
2018,Honda,Civic,EX,35000,74
2018,Honda,Civic,EX,39000,48
2018,Honda,Civic,EX,41000,55
2018,Honda,Civic,EX,43000,15
2018,Honda,Civic,LX,16000,112
2018,Honda,Civic,LX,24000,47
2018,Honda,Civic,LX,37000,8
2018,Honda,Civic,"LX Sport",24000,95
2018,Honda,Civic,"LX Sport",40000,115
2018,Honda,Civic,"LX Sport",80000,31
2018,Honda,Civic,RS,13542,23
2018,Honda,Civic,RS,20000,45
2018,Honda,"CR V",EX,30000,47
2018,Honda,"CR V",EX,35000,112
2018,Honda,"CR V",LX,10000,10
2018,Honda,"CR V",LX,28500,47
2018,Hyundai,Creta,SX,41000,95
2018,Hyundai,Creta,SX,68600,75
2018,Hyundai,H1,Standard,198085,47
2018,Hyundai,"Santa Fe",GL,54000,128
2018,Hyundai,"Santa Fe",GL,79130,27
2018,Hyundai,"Santa Fe",GL,165000,113
2018,Hyundai,"Santa Fe",GL,167000,102
2018,Hyundai,Sonata,Sport,28000,24
2018,Hyundai,Tucson,GL,28433,32
2018,Hyundai,Tucson,GL,46000,47
2018,Hyundai,Tucson,"GL Plus",89000,47
2018,Hyundai,Tucson,GLS,40000,12
2018,Hyundai,Tucson,SE,28433,29
2018,Infiniti,Q30,Sport,64000,84
2018,Infiniti,Q50,Turbo,7943,36
2018,Infiniti,Q50,Turbo,20700,36
2018,Infiniti,Q50,Turbo,22000,30
2018,Infiniti,Q50,Turbo,22000,44
2018,Infiniti,Q50,Turbo,30000,84
2018,Infiniti,Q50,Turbo,32285,36
2018,Infiniti,QX50,Luxury,11108,13
2018,Infiniti,QX50,Luxury,11349,13
2018,Infiniti,QX50,Luxury,30000,13
2018,Infiniti,QX80,Luxury,15500,47
2018,Jeep,Compass,Limited,22000,24
2018,Jeep,Compass,Longitude,10900,114
2018,Jeep,Compass,Longitude,15000,66
2018,Jeep,Compass,Longitude,16000,28
2018,Jeep,Compass,Longitude,35000,96
2018,Jeep,Compass,Trailhawk,15000,47
2018,Jeep,"Grand Cherokee",Laredo,26500,53
2018,Jeep,"Grand Cherokee",Laredo,73650,108
2018,Jeep,"Grand Cherokee",Limited,12948,79
2018,Jeep,"Grand Cherokee",Limited,13409,59
2018,Jeep,"Grand Cherokee",Limited,14000,12
2018,Jeep,"Grand Cherokee",Limited,14000,14
2018,Jeep,"Grand Cherokee",Limited,14000,33
2018,Jeep,"Grand Cherokee",Limited,15574,79
2018,Jeep,"Grand Cherokee",Limited,25000,12
2018,Jeep,"Grand Cherokee",Limited,25000,43
2018,Jeep,"Grand Cherokee",Limited,26388,79
2018,Jeep,"Grand Cherokee",Limited,27413,15
2018,Jeep,"Grand Cherokee",Limited,27441,79
2018,Jeep,"Grand Cherokee",Limited,28070,114
2018,Jeep,"Grand Cherokee",Limited,29243,10
2018,Jeep,"Grand Cherokee",Limited,38049,26
2018,Jeep,"Grand Cherokee",Limited,42499,84
2018,Jeep,"Grand Cherokee",Limited,46000,15
2018,Jeep,"Grand Cherokee",Limited,48000,28
2018,Jeep,"Grand Cherokee",Limited,48500,36
2018,Jeep,"Grand Cherokee",Limited,52800,19
2018,Jeep,"Grand Cherokee","Limited 25th Anniversary",29243,39
2018,Jeep,"Grand Cherokee",SRT,41745,82
2018,Jeep,"Grand Cherokee",Summit,5000,56
2018,Jeep,Wrangler,Sport,20000,14
2018,Jeep,Wrangler,Sport,20000,57
2018,Jeep,Wrangler,"Sport S",2000,43
2018,Jeep,Wrangler,"Sport S",2978,30
2018,Jeep,Wrangler,"Sport S",24377,37
2018,Jeep,Wrangler,"Sport S",33000,86
2018,Jeep,Wrangler,"Sport S",39397,15
2018,Jeep,Wrangler,"Sport S",40000,47
2018,Jeep,Wrangler,"Sport S",48000,23
2018,Jeep,Wrangler,"Unlimited Sahara",47000,15
2018,Jeep,Wrangler,"Unlimited Sport",8880,81
2018,Jeep,Wrangler,"Unlimited Sport S",17000,18
2018,Jeep,Wrangler,"Willys Wheeler",10000,45
2018,Jeep,Wrangler,"Willys Wheeler",69000,150
2018,Kia,Carnival,EX,35000,47
2018,Kia,Picanto,LX,40000,65
2018,Kia,Rio,EX,36000,59
2018,Kia,Rio,EX,45000,9
2018,Kia,Rio,EX,46549,90
2018,Kia,Rio,EX,57602,84
2018,Kia,Soul,EX,11859,36
2018,Kia,Soul,LX,9700,93
2018,Kia,Sportage,LX,31000,15
2018,Kia,Sportage,LX,47604,8
2018,Kia,Stinger,GTL,25000,122
2018,"Land Rover",Discovery,HSE,40000,24
2018,"Land Rover","Range Rover",Autobiography,13500,45
2018,"Land Rover","Range Rover",HSE,12000,87
2018,"Land Rover","Range Rover",HSE,19000,10
2018,"Land Rover","Range Rover",HSE,23000,10
2018,"Land Rover","Range Rover",HSE,26000,9
2018,"Land Rover","Range Rover",HSE,26500,21
2018,"Land Rover","Range Rover",HSE,44936,8
2018,"Land Rover","Range Rover",HSE,51000,27
2018,"Land Rover","Range Rover","Vogue SE",116,76
2018,"Land Rover","Range Rover","Vogue SE",116,90
2018,"Land Rover","Range Rover","Vogue SE",2500,30
2018,"Land Rover","Range Rover","Vogue SE",30000,58
2018,"Land Rover","Range Rover","Vogue SE",38800,29
2018,"Land Rover","Range Rover","Vogue SE",40000,90
2018,"Land Rover","Range Rover","Vogue SE",49000,26
2018,"Land Rover","Range Rover","Vogue SE",50000,43
2018,"Land Rover","Range Rover","Vogue SE",50000,67
2018,"Land Rover","Range Rover","Vogue SE",86500,63
2018,"Land Rover","Range Rover","Vogue SE",89000,62
2018,"Land Rover","Range Rover","Vogue SE",100000,93
2018,"Land Rover","Range Rover Evoque",HSE,68548,11
2018,"Land Rover","Range Rover Sport","HSE Dynamic",20166,12
2018,"Land Rover","Range Rover Sport","HSE Dynamic",30000,22
2018,"Land Rover","Range Rover Sport","HSE Dynamic",30000,90
2018,"Land Rover","Range Rover Sport","HSE Dynamic",38000,20
2018,"Land Rover","Range Rover Sport","HSE Dynamic",41000,8
2018,"Land Rover","Range Rover Sport","HSE Dynamic",48000,38
2018,"Land Rover","Range Rover Sport","HSE Dynamic",48800,61
2018,"Land Rover","Range Rover Sport","HSE Dynamic",58000,13
2018,"Land Rover","Range Rover Sport",SE,11000,33
2018,"Land Rover","Range Rover Velar","P250 R-Dynamic HSE",10000,104
2018,"Land Rover","Range Rover Velar","P250 R-Dynamic HSE",16000,107
2018,"Land Rover","Range Rover Velar","P250 SE",25000,29
2018,Lexus,LX570,Platinum,33000,50
2018,Lexus,LX570,Platinum,56000,25
2018,Lexus,LX570,Platinum,65000,55
2018,Lexus,LX570,Platinum,90000,19
2018,Lexus,LX570,Platinum,900000,9
2018,Lexus,LX570,"Platinum Signature",1700,30
2018,Lexus,NX200t,Premier,54000,90
2018,Lexus,NX300,"F Sport",13500,40
2018,Lexus,NX300,"F Sport",13500,47
2018,Lexus,RX350,F-Sport,32000,66
2018,Lexus,RX350,Platinum,1400,24
2018,Lexus,RX350,Platinum,1700,64
2018,Lexus,RX350,Platinum,18400,11
2018,Lexus,RX350,Platinum,26100,48
2018,Lincoln,MKC,Premier,8000,95
2018,Maserati,Ghibli,"Gran Sport S",11000,47
2018,Maserati,Ghibli,Std,36000,12
2018,Maserati,Quattroporte,Std,30000,14
2018,Mazda,3,R,12500,79
2018,Mazda,3,R,17500,126
2018,Mazda,3,S,8000,79
2018,Mazda,3,S,15000,79
2018,Mazda,3,S,20000,79
2018,Mazda,3,S,23000,79
2018,Mazda,3,S,27000,79
2018,Mazda,3,"V Sport",22000,73
2018,Mazda,6,S,50000,83
2018,Mazda,"CX 9",GT,54000,17
2018,Mazda,"CX 9",GT,54000,79
2018,"Mercedes Benz","A 250",std,3499,89
2018,"Mercedes Benz","A 250",std,18000,47
2018,"Mercedes Benz","A 250",std,21718,12
2018,"Mercedes Benz","A 250",std,26000,173
2018,"Mercedes Benz","A 250",std,49900,90
2018,"Mercedes Benz","A 250",std,53000,33
2018,"Mercedes Benz","C 200","AMG Pack",28000,25
2018,"Mercedes Benz","C 200","AMG Pack",28000,27
2018,"Mercedes Benz","C 200",Standard,25000,53
2018,"Mercedes Benz","C 200",Standard,26000,33
2018,"Mercedes Benz","C 200",Standard,75000,19
2018,"Mercedes Benz","C 300",Std,40000,29
2018,"Mercedes Benz","C 63 AMG",Std,1700,42
2018,"Mercedes Benz","C 63 AMG",Std,1700,90
2018,"Mercedes Benz","C 63 AMG",Std,3400,79
2018,"Mercedes Benz","CLA 250",Sport,16000,23
2018,"Mercedes Benz","CLA 250",Sport,32000,67
2018,"Mercedes Benz","CLA 250",Sport,40000,81
2018,"Mercedes Benz","CLA 250",Sport,50000,181
2018,"Mercedes Benz","CLA 250",Sport,52000,16
2018,"Mercedes Benz","CLA 250",Sport,53000,14
2018,"Mercedes Benz","E 300",AMG,35000,22
2018,"Mercedes Benz","E 300",AMG,35000,23
2018,"Mercedes Benz","E 300",AMG,65000,116
2018,"Mercedes Benz","E 63 AMG",Standard,25000,39
2018,"Mercedes Benz","E 63 AMG",Standard,34800,26
2018,"Mercedes Benz","E 63 AMG",Standard,38000,52
2018,"Mercedes Benz","G 63 AMG",Standard,25000,8
2018,"Mercedes Benz","G 63 AMG",Standard,27000,59
2018,"Mercedes Benz","G 63 AMG",Standard,31000,17
2018,"Mercedes Benz","GLA 250",Standard,5000,112
2018,"Mercedes Benz","GLA 250",Standard,19500,8
2018,"Mercedes Benz","GLA 250",Standard,19500,11
2018,"Mercedes Benz","GLA 250",Standard,31400,42
2018,"Mercedes Benz","GLA 250",Standard,32000,9
2018,"Mercedes Benz","GLA 250",Standard,39800,63
2018,"Mercedes Benz","GLC 250",Coupe,9000,88
2018,"Mercedes Benz","GLC 250",Coupe,18155,26
2018,"Mercedes Benz","GLC 250",Coupe,18155,27
2018,"Mercedes Benz","GLC 250",Coupe,21000,17
2018,"Mercedes Benz","GLC 250",Coupe,21000,22
2018,"Mercedes Benz","GLC 250",Coupe,23893,25
2018,"Mercedes Benz","GLC 250",Coupe,23893,105
2018,"Mercedes Benz","GLC 250",Coupe,31700,19
2018,"Mercedes Benz","GLC 250",Coupe,55000,24
2018,"Mercedes Benz","GLC 250",Standard,5000,11
2018,"Mercedes Benz","GLC 250",Standard,5000,23
2018,"Mercedes Benz","GLC 250",Standard,5000,29
2018,"Mercedes Benz","GLC 250",Standard,7600,34
2018,"Mercedes Benz","GLC 250",Standard,12541,77
2018,"Mercedes Benz","GLC 250",Standard,13000,73
2018,"Mercedes Benz","GLC 250",Standard,13006,26
2018,"Mercedes Benz","GLC 250",Standard,13503,72
2018,"Mercedes Benz","GLC 250",Standard,14000,12
2018,"Mercedes Benz","GLC 250",Standard,14000,121
2018,"Mercedes Benz","GLC 250",Standard,18322,19
2018,"Mercedes Benz","GLC 250",Standard,19228,26
2018,"Mercedes Benz","GLC 250",Standard,19228,27
2018,"Mercedes Benz","GLC 250",Standard,22000,47
2018,"Mercedes Benz","GLC 250",Standard,24000,47
2018,"Mercedes Benz","GLC 250",Standard,24000,90
2018,"Mercedes Benz","GLC 250",Standard,29000,18
2018,"Mercedes Benz","GLC 250",Standard,30000,36
2018,"Mercedes Benz","GLC 250",Standard,49000,28
2018,"Mercedes Benz","GLC 250",Standard,52000,39
2018,"Mercedes Benz","GLC 250",Standard,55410,93
2018,"Mercedes Benz","GLC 250",Standard,60000,36
2018,"Mercedes Benz","GLC 250",Standard,115000,15
2018,"Mercedes Benz","GLC 300",Coupe,51000,47
2018,"Mercedes Benz","GLC 300",Std,35300,47
2018,"Mercedes Benz","GLC 300",Std,52000,47
2018,"Mercedes Benz","GLC 43 AMG",Coupe,4000,126
2018,"Mercedes Benz","GLE 400",Standard,2033,9
2018,"Mercedes Benz","GLE 400",Standard,2033,34
2018,"Mercedes Benz","GLE 400",Standard,5054,25
2018,"Mercedes Benz","GLE 400",Standard,5054,27
2018,"Mercedes Benz","GLE 400",Standard,21000,24
2018,"Mercedes Benz","GLE 43 AMG",Coupe,20000,10
2018,"Mercedes Benz","GLE 43 AMG",Coupe,20000,15
2018,"Mercedes Benz","GLE 43 AMG",Coupe,20000,36
2018,"Mercedes Benz","GLE 43 AMG",Coupe,21000,9
2018,"Mercedes Benz","GLE 43 AMG",Coupe,26000,21
2018,"Mercedes Benz","GLE 43 AMG",Coupe,28000,93
2018,"Mercedes Benz","GLE 43 AMG",Coupe,39000,50
2018,"Mercedes Benz","GLE 43 AMG",Coupe,42776,26
2018,"Mercedes Benz","GLE 43 AMG",Standard,11500,60
2018,"Mercedes Benz","GLE 43 AMG",Standard,52000,58
2018,"Mercedes Benz","GLE 63 AMG",S,25000,86
2018,"Mercedes Benz","GLS 500",Standard,19500,47
2018,"Mercedes Benz","GLS 500",Standard,55939,47
2018,"Mercedes Benz","S 450",Standard,15000,101
2018,"Mercedes Benz","S 450",Standard,33000,113
2018,"Mercedes Benz","S 450",Standard,53000,23
2018,"Mercedes Benz","S 450",Standard,60503,66
2018,"Mercedes Benz","S 63 AMG",Standard,22443,13
2018,"Mercedes Benz","S 63 AMG",Standard,23035,81
2018,"Mercedes Benz","S 650",Maybach,2523,24
2018,"Mercedes Benz","S 650",Maybach,5000,42
2018,"Mercedes Benz","S 650",Maybach,5500,17
2018,"Mercedes Benz","SLC 200",Standard,15644,70
2018,"Mercedes Benz","V 250",Standard,7000,80
2018,MINI,Clubman,cooper,6000,91
2018,MINI,Clubman,"john cooper works",27000,47
2018,MINI,Clubman,"john cooper works",38000,95
2018,MINI,Countryman,S,13800,31
2018,MINI,Countryman,"S ALL4",86503,66
2018,MINI,Countryman,"S JCW",48850,51
2018,MINI,Countryman,"S JCW",48850,76
2018,MINI,Countryman,Standard,16700,79
2018,MINI,Countryman,Standard,28000,90
2018,MINI,Hatch,S,13881,48
2018,MINI,Hatch,Standard,4000,79
2018,MINI,Hatch,Standard,19577,18
2018,MINI,Hatch,Standard,23000,12
2018,MINI,Hatch,Standard,25000,153
2018,MINI,Hatch,Standard,27261,37
2018,MINI,"John Cooper Works",Standard,13881,36
2018,MINI,"John Cooper Works",Standard,40000,49
2018,Mitsubishi,ASX,"GLX Mid",36000,95
2018,Mitsubishi,"Eclipse Cross","GLS Mid",30000,47
2018,Mitsubishi,Pajero,GLS,79000,129
2018,Mitsubishi,Pajero,GLS,185000,114
2018,Mitsubishi,Pajero,GLS,215000,11
2018,Mitsubishi,Pajero,GLS,220000,62
2018,Mitsubishi,Pajero,GLS,275000,11
2018,Mitsubishi,Pajero,"GLS Highline",225,95
2018,Mitsubishi,Pajero,"GLS Highline",15000,55
2018,Mitsubishi,Pajero,"GLS Highline",70000,114
2018,Mitsubishi,Pajero,"GLS Highline",237000,115
2018,Mitsubishi,Pajero,"GLS Highline",350000,95
2018,Mitsubishi,Pajero,"GLS Mid",80000,101
2018,Mitsubishi,Pajero,"GLS Mid",82000,96
2018,Mitsubishi,Pajero,"GLS Mid",82002,96
2018,Mitsubishi,Pajero,"GLS Mid",133000,97
2018,Mitsubishi,Pajero,"GLS Mid",153000,44
2018,Mitsubishi,Pajero,"GLS Mid",180000,102
2018,Mitsubishi,Pajero,"GLS Mid",250000,95
2018,Mitsubishi,Pajero,"GLS Mid",290000,76
2018,Nissan,370Z,Standard,34600,141
2018,Nissan,Altima,S,32000,47
2018,Nissan,Altima,S,40258,101
2018,Nissan,Altima,S,90000,10
2018,Nissan,Altima,S,90000,57
2018,Nissan,Altima,SL,5000,8
2018,Nissan,Altima,SL,6500,47
2018,Nissan,Altima,SL,6900,105
2018,Nissan,Altima,SL,6927,27
2018,Nissan,Altima,SL,12500,41
2018,Nissan,Altima,SL,20000,81
2018,Nissan,Altima,SL,20134,79
2018,Nissan,Altima,SL,21951,63
2018,Nissan,Altima,SL,26000,47
2018,Nissan,Altima,SL,28000,17
2018,Nissan,Altima,SL,28271,13
2018,Nissan,Altima,SL,29000,90
2018,Nissan,Altima,SL,33000,100
2018,Nissan,Altima,SL,34750,47
2018,Nissan,Altima,SL,35297,43
2018,Nissan,Altima,SL,36500,30
2018,Nissan,Altima,SL,65000,84
2018,Nissan,Altima,SV,10000,56
2018,Nissan,Altima,SV,11245,22
2018,Nissan,Altima,SV,14812,16
2018,Nissan,Altima,SV,17600,114
2018,Nissan,Altima,SV,31203,79
2018,Nissan,Altima,SV,32000,98
2018,Nissan,Altima,SV,36215,13
2018,Nissan,Altima,SV,36215,54
2018,Nissan,Altima,SV,46000,47
2018,Nissan,Altima,SV,48523,47
2018,Nissan,Altima,SV,62000,24
2018,Nissan,Altima,SV,66000,23
2018,Nissan,Altima,SV,67700,55
2018,Nissan,Altima,SV,67777,37
2018,Nissan,Altima,SV,67777,54
2018,Nissan,Altima,SV,67800,54
2018,Nissan,Altima,SV,72504,35
2018,Nissan,Kicks,S,5000,9
2018,Nissan,Kicks,S,5500,9
2018,Nissan,Kicks,S,46700,34
2018,Nissan,Kicks,SL,13984,67
2018,Nissan,Kicks,SL,19200,20
2018,Nissan,Kicks,SL,23000,41
2018,Nissan,Kicks,SL,31000,17
2018,Nissan,Kicks,SL,33200,9
2018,Nissan,Kicks,SL,34000,9
2018,Nissan,Kicks,SL,38800,16
2018,Nissan,Kicks,SL,58000,12
2018,Nissan,Kicks,SL,61120,13
2018,Nissan,Kicks,SV,6980,30
2018,Nissan,Kicks,SV,9500,67
2018,Nissan,Kicks,SV,9600,55
2018,Nissan,Kicks,SV,9800,24
2018,Nissan,Kicks,SV,10000,32
2018,Nissan,Kicks,SV,16500,22
2018,Nissan,Kicks,SV,23000,9
2018,Nissan,Kicks,SV,34500,22
2018,Nissan,Kicks,SV,37000,30
2018,Nissan,Kicks,SV,41000,112
2018,Nissan,Kicks,SV,46000,9
2018,Nissan,Kicks,SV,52000,31
2018,Nissan,Kicks,SV,63000,12
2018,Nissan,Maxima,S,30728,11
2018,Nissan,Maxima,SR,37000,69
2018,Nissan,Maxima,SR,48000,99
2018,Nissan,Maxima,SR,70355,87
2018,Nissan,Maxima,SV,5000,65
2018,Nissan,Maxima,SV,21000,95
2018,Nissan,Maxima,SV,21000,99
2018,Nissan,Maxima,SV,21200,100
2018,Nissan,Maxima,SV,25000,10
2018,Nissan,Maxima,SV,28000,55
2018,Nissan,Maxima,SV,35582,21
2018,Nissan,Maxima,SV,40000,113
2018,Nissan,Maxima,SV,95750,51
2018,Nissan,Micra,SV,7000,30
2018,Nissan,Pathfinder,S,46287,69
2018,Nissan,Pathfinder,S,61500,73
2018,Nissan,Pathfinder,SL,26000,52
2018,Nissan,Pathfinder,SV,25100,66
2018,Nissan,Pathfinder,SV,31000,29
2018,Nissan,Pathfinder,SV,33000,50
2018,Nissan,Pathfinder,SV,36000,43
2018,Nissan,Pathfinder,SV,54348,25
2018,Nissan,Patrol,"HT Safari",6000,124
2018,Nissan,Patrol,"HT Safari",45000,103
2018,Nissan,Patrol,"HT Safari",53000,37
2018,Nissan,Patrol,"HT Safari",53000,38
2018,Nissan,Patrol,"HT Safari",62000,55
2018,Nissan,Patrol,"HT Safari",65000,13
2018,Nissan,Patrol,"HT Safari",65000,33
2018,Nissan,Patrol,"LE Platinum",4002,10
2018,Nissan,Patrol,"LE Platinum",7000,23
2018,Nissan,Patrol,"LE Platinum",19200,8
2018,Nissan,Patrol,"LE Platinum",19290,56
2018,Nissan,Patrol,"LE Platinum",28650,9
2018,Nissan,Patrol,"LE Platinum",28650,12
2018,Nissan,Patrol,"LE Platinum",30000,41
2018,Nissan,Patrol,"LE Platinum",30500,10
2018,Nissan,Patrol,"LE Platinum",48000,11
2018,Nissan,Patrol,"LE Platinum",51000,12
2018,Nissan,Patrol,"LE Platinum",54000,37
2018,Nissan,Patrol,"LE Platinum",69552,76
2018,Nissan,Patrol,"LE Platinum",100000,26
2018,Nissan,Patrol,"LE Platinum",132000,34
2018,Nissan,Patrol,"LE Platinum",510000,34
2018,Nissan,Patrol,"LE Platinum City",2517,79
2018,Nissan,Patrol,"LE Platinum City",4398,79
2018,Nissan,Patrol,"LE Platinum City",5583,79
2018,Nissan,Patrol,"LE Platinum City",28000,28
2018,Nissan,Patrol,"LE T1",400,11
2018,Nissan,Patrol,"LE Titanium",10385,73
2018,Nissan,Patrol,"LE Titanium",15587,98
2018,Nissan,Patrol,"LE Titanium",25000,30
2018,Nissan,Patrol,"LE Titanium",28000,13
2018,Nissan,Patrol,"LE Titanium",40000,9
2018,Nissan,Patrol,"LE Titanium",42000,98
2018,Nissan,Patrol,"LE Titanium",46000,34
2018,Nissan,Patrol,"LE Titanium",54000,12
2018,Nissan,Patrol,"LE Titanium",59000,19
2018,Nissan,Patrol,"LE Titanium",60000,27
2018,Nissan,Patrol,"LE Titanium",68000,29
2018,Nissan,Patrol,"LE Titanium",70000,64
2018,Nissan,Patrol,"LE Titanium",74000,20
2018,Nissan,Patrol,"LE Titanium",105000,15
2018,Nissan,Patrol,"LE Titanium",105000,45
2018,Nissan,Patrol,Nismo,71000,13
2018,Nissan,Patrol,Nismo,90000,25
2018,Nissan,Patrol,Nismo,135000,11
2018,Nissan,Patrol,"Super Safari",44302,21
2018,Nissan,Sentra,S,23437,8
2018,Nissan,Sentra,S,43000,15
2018,Nissan,Sentra,S,55000,45
2018,Nissan,Sentra,SL,23000,95
2018,Nissan,Sunny,S,29123,46
2018,Nissan,"X Trail",S,800,72
2018,Nissan,"X Trail",S,24750,61
2018,Nissan,"X Trail",S,27000,68
2018,Nissan,"X Trail",S,38000,21
2018,Nissan,"X Trail",S,38600,43
2018,Nissan,"X Trail",S,40000,13
2018,Nissan,"X Trail",S,43000,98
2018,Nissan,"X Trail",S,45000,12
2018,Nissan,"X Trail",S,54500,12
2018,Nissan,"X Trail",S,54572,12
2018,Nissan,"X Trail",S,60000,27
2018,Nissan,"X Trail",SL,19000,26
2018,Nissan,"X Trail",SL,29500,47
2018,Nissan,"X Trail",SL,29850,117
2018,Nissan,"X Trail",SL,29900,32
2018,Nissan,"X Trail",SL,38600,19
2018,Nissan,"X Trail",SL,64000,14
2018,Nissan,"X Trail",SV,33000,117
2018,Nissan,"X Trail",SV,39100,78
2018,Porsche,"718 Boxster",GTS,27000,18
2018,Porsche,"718 Boxster",GTS,31009,112
2018,Porsche,"718 Boxster",S,20000,47
2018,Porsche,"718 Cayman",GTS,4500,11
2018,Porsche,"718 Cayman",GTS,17000,11
2018,Porsche,"718 Cayman",GTS,57000,21
2018,Porsche,"718 Cayman",S,28000,31
2018,Porsche,"718 Cayman",S,40000,10
2018,Porsche,"718 Cayman",Std,16834,44
2018,Porsche,"718 Cayman",Std,29444,17
2018,Porsche,911,"Carrera 4S",500,23
2018,Porsche,911,"Carrera 4S",3651,42
2018,Porsche,911,"Turbo S",556,26
2018,Porsche,911,"Turbo S",900,67
2018,Porsche,911,"Turbo S",3882,53
2018,Porsche,Cayenne,S,15000,11
2018,Porsche,Cayenne,S,15000,90
